id,fecha,temperatura_abrigo_150cm,temperatura_abrigo_150cm_maxima,temperatura_abrigo_150cm_minima,temperatura_intemperie_5cm_minima,temperatura_intemperie_50cm_minima,temperatura_suelo_5cm_media,temperatura_suelo_10cm_media,temperatura_inte_5cm,temperatura_intemperie_150cm_minima,humedad_suelo,precipitacion_pluviometrica,granizo,nieve,heliofania_efectiva,heliofania_relativa,tesion_vapor_media,humedad_media,humedad_media_8_14_20,rocio_medio,duracion_follaje_mojado,velocidad_viento_200cm_media,direccion_viento_200cm,velocidad_viento_1000cm_media,direccion_viento_1000cm,velocidad_viento_maxima,presion_media,radiacion_global,radiacion_neta,evaporacion_tanque,evapotranspiracion_potencial,profundidad_napa,horas_frio,unidad_frio
NH0472,1964-06-24,,,-2.7,-5.6,,,,,,,0,0,0,0.1,1,6.5,,73,0.9,,4.8,,6,,,,3.2,,,,,,
NH0472,1964-06-25,,,-0.1,-4.4,,,,,,,0,0,0,8,80,8.1,,77,3.9,,7.2,,9,,,,10.7,,,,,,
NH0472,1964-06-26,,,1.4,-3.4,,,,,,,0,0,0,8.1,81,8,,76,3.8,,5.6,,7,,,,10.8,,,,,,
NH0472,1964-06-27,,,-0.3,-3.8,,,,,,,0,0,0,8,80,7.2,,72,2.3,,11.2,,14,,,,10.8,,,,,,
NH0472,1964-06-28,,,-1.2,-3.3,,,,,,,0,0,0,1.6,16,7.8,,85,3.4,,11.2,,14,,,,4.7,,,,,,
NH0472,1964-06-29,,,3.8,1.2,,,,,,,0,0,0,3.6,36,6.8,,83,1.5,,5.6,,7,,,,6.6,,,,,,
NH0472,1964-06-30,,,-0.1,-1.5,,,,,,,0,0,0,7.8,78,8,,83,3.8,,4.8,,6,,,,10.6,,,,,,
NH0472,1964-07-01,6.05,14,-1.9,-4.3,,,,,,,0,0,0,8,80,7.7,,80,3.2,,4.8,,6,,,,10.9,,,0.5,,13.43396,
NH0472,1964-07-02,7,13.1,0.9,-4.3,,,,,,,0,0,0,5.5,55,8.3,,86,4.3,,14.4,,18,,,,8.5,,,0.9,,12,
NH0472,1964-07-03,3.15,8.5,-2.2,-4.7,,,,,,,0,0,0,1.4,14,7.1,,83,2.1,,6.4,,8,,,,4.5,,,0.4,,20.63551,
NH0472,1964-07-04,6,10,2,-2.6,,,,,,,0,0,0,2.9,29,7.6,,79,3,,12,,15,,,,6,,,0.9,,15,
NH0472,1964-07-05,7.55,12.5,2.6,0.9,,,,,,,0,0,0,2.1,21,9.7,,87,6.5,,10.4,,13,,,,5.2,,,0.5,,10.66667,
NH0472,1964-07-06,10.4,15.5,5.3,0.5,,,,,,,0,0,0,8.1,80,10,,84,7,,6.4,,8,,,,11.1,,,0.8,,4,
NH0472,1964-07-07,7.65,12.9,2.4,4.7,,,,,,,0,0,0,0,0,11.5,,93,9,,9.6,,12,,,,3.2,,,0.4,,10.51429,
NH0472,1964-07-08,7.95,14,1.9,0,,,,,,,0,0,0,8.3,82,7.4,,75,2.7,,7.2,,9,,,,11.4,,,0.9,,10.1157,
NH0472,1964-07-09,7.85,15.5,0.2,-3.7,,,,,,,0,0,0,3.7,37,7.9,,73,3.6,,12.8,,16,,,,6.9,,,1.2,,10.66667,
NH0472,1964-07-10,10.95,19,2.9,-2.6,,,,,,,0,0,0,3.8,38,9,,69,5.4,,8.8,,11,,,,7,,,1.3,,6.111801,
NH0472,1964-07-11,12.5,19.3,5.7,1,,,,,,,0,0,0,2.8,28,11.6,,75,9.2,,4.8,,6,,,,6.1,,,0.9,,2.294118,
NH0472,1964-07-12,12.2,16,8.4,7,,,,,,,0,0,0,0.2,2,11.9,,79,9.5,,10.4,,13,,,,3.5,,,1,,0,
NH0472,1964-07-13,17.75,24.5,11,9.7,,,,,,,0,0,0,5.3,52,17.1,,82,15,,8.8,,11,,,,8.6,,,1.3,,0,
NH0472,1964-07-14,21.45,27.9,15,12,,,,,,,0,0,0,8.5,84,16.4,,73,14.4,,13.6,,17,,,,11.9,,,2.7,,0,
NH0472,1964-07-15,10.6,15.3,5.9,8.4,,,,,,,0,0,0,6.2,61,7.7,,62,3.2,,15.2,,19,,,,9.6,,,2,,2.808511,
NH0472,1964-07-16,8.45,17,-0.1,-4.4,,,,,,,0,0,0,8.3,81,6.9,,65,1.7,,14.4,,18,,,,11.8,,,1.7,,9.964911,
NH0472,1964-07-17,10.45,20.6,0.3,-3.5,,,,,,,0,0,0,8.9,87,7.2,,57,2.3,,11.2,,14,,,,12.4,,,1.7,,7.921181,
NH0472,1964-07-18,10.25,19.6,0.9,-3.4,,,,,,,0,0,0,8.6,84,8.4,,66,4.5,,8.8,,11,,,,12.2,,,1.3,,7.828876,
NH0472,1964-07-19,9.95,17,2.9,-1.5,,,,,,,0,0,0,8.6,84,8.3,,67,4.3,,10.4,,13,,,,12.2,,,1.3,,6.978723,
NH0472,1964-07-20,7.75,16.5,-1,-4.2,,,,,,,0,0,0,7.8,76,6.7,,69,1.3,,8.8,,11,,,,11.5,,,1.2,,10.97143,
NH0472,1964-07-21,8.3,14.7,1.9,-2.3,,,,,,,0,0,0,5,49,8.2,,72,4.1,,8.8,,11,,,,8.6,,,1.1,,9.562499,
NH0472,1964-07-22,7.8,13.5,2.1,-0.6,,,,,,,0,0,0,4.6,45,8.3,,77,4.3,,12,,15,,,,8.3,,,1.1,,10.31579,
NH0472,1964-07-23,7.65,11.3,4,0.5,,,,,,,0,0,0,0,0,9.8,,91,6.7,,10.4,,13,,,,3.5,,,0.6,,9.863013,
NH0472,1964-07-24,7.95,15.3,0.6,-2.2,,,,,,,0,0,0,3.4,33,10.3,,88,7.4,,8.8,,11,,,,7.1,,,0.5,,10.44898,
NH0472,1964-07-25,8.7,17,0.4,-2,,,,,,,0,0,0,8,77,8,,72,3.8,,14.4,,18,,,,12,,,1.5,,9.542168,
NH0472,1964-07-26,6.95,14,-0.1,-2,,,,,,,0,0,0,9.2,88,8.4,,80,4.5,,5.6,,7,,,,13.3,,,0.7,,12.08511,
NH0472,1964-07-27,9.35,19,-0.3,-2.8,,,,,,,0,0,0,9.4,90,8.9,,73,5.3,,7.2,,9,,,,13.6,,,1.1,,9.077722,
NH0472,1964-07-28,10.9,18.4,3.4,-2.3,,,,,,,0,0,0,9.2,88,9.1,,72,5.6,,7.2,,9,,,,13.5,,,1.3,,5.76,
NH0472,1964-07-29,11.15,18,4.3,0.4,,,,,,,0,0,0,1.6,15,10.5,,74,7.7,,8.8,,11,,,,5.4,,,1.2,,4.729927,
NH0472,1964-07-30,12.25,21.4,3.1,0.4,,,,,,,0,0,0,8.5,81,11.3,,76,8.8,,3.2,,4,,,,12.9,,,1,,5.114755,
NH0472,1964-07-31,12.85,16.3,9.4,5.9,,,,,,,0,0,0,4.9,47,12.1,,86,9.8,,26.4,,33,,,,9.1,,,2,,0,
NH0472,1964-08-01,7.7,13,2.4,1.4,,,,,,,0,0,0,9.1,86,5.9,,62,-0.5,,15.2,,19,,,,13.7,,,2.1,,10.41509,
NH0472,1964-08-02,4.75,15,-5.5,-9.1,,,,,,,0,0,0,8.7,82,5.5,,61,-1.4,,7.2,,9,,,,13.4,,,1.1,,14.63415,
NH0472,1964-08-03,7.7,18.3,-2.9,-7,,,,,,,0,0,0,9.3,88,6.6,,65,1.1,,5.6,,7,,,,14.1,,,1.2,,11.20755,
NH0472,1964-08-04,8.349999,18.3,-1.6,-6.8,,,,,,,0,0,0,9.1,86,7.6,,67,3,,8.8,,11,,,,14,,,1.4,,10.37186,
NH0472,1964-08-05,11.55,21.2,1.9,-3.6,,,,,,,0,0,0,9.2,86,10.3,,66,7.4,,11.2,,14,,,,14.2,,,1.6,,6.341968,
NH0472,1964-08-06,16.85,23.3,10.4,7,,,,,,,9.2,0,0,0.1,1,17.8,,80,15.7,,10.4,,13,,,,4,,,1,,0,
NH0472,1964-08-07,13.2,15,11.4,13.5,,,,,,,2.8,0,0,0.2,2,12.6,,81,10.4,,31.2,,39,,,,4.2,,,2.1,,0,
NH0472,1964-08-08,7.55,11.3,3.8,3.3,,,,,,,0,0,0,7,65,9.3,,93,5.9,,16,,20,,,,12,,,1.1,,10.24,
NH0472,1964-08-09,6.95,15.8,-1.9,-4.3,,,,,,,0,0,0,5.2,48,8.6,,81,4.8,,7.2,,9,,,,10,,,0.9,,12.0678,
NH0472,1964-08-10,9.2,16.4,2,-2.5,,,,,,,0,0,0,8.4,78,9.4,,76,6.1,,4.8,,6,,,,13.7,,,1.1,,8.333334,
NH0472,1964-08-11,11.45,19.6,3.3,-1.7,,,,,,,0,0,0,8.1,75,10.3,,73,7.4,,8,,10,,,,13.5,,,1.5,,5.447853,
NH0472,1964-08-12,13.65,23.4,3.9,-0.7,,,,,,,0,0,0,8.1,75,12.1,,69,9.8,,7.2,,9,,,,13.6,,,1.6,,3.815384,
NH0472,1964-08-13,20.5,27,14,10.5,,,,,,,0,0,0,6.2,57,17.9,,65,15.8,,27.2,,34,,,,11.4,,,3.7,,0,
NH0472,1964-08-14,14.35,21.7,7,9.1,,,,,,,0,0,0,4.3,39,9.7,,75,6.5,,18.4,,23,,,,9.3,,,3.1,,0,
NH0472,1964-08-15,5.7,12.3,-0.9,-3.6,,,,,,,0,0,0,1.1,10,8.3,,75,4.3,,8.8,,11,,,,5.5,,,0.8,,14.36364,
NH0472,1964-08-16,9.45,12,6.9,5.1,,,,,,,2,0,0,0,0,12.3,,98,10,,8.8,,11,,,,4.3,,,0.6,,0.4705878,
NH0472,1964-08-17,13.75,16.6,10.9,7.6,,,,,,,0,0,0,1.3,12,13.6,,93,11.5,,14.4,,18,,,,5.9,,,1.4,,0,
NH0472,1964-08-18,12.35,17.4,7.3,6,,,,,,,0,0,0,8,73,9.4,,72,6.1,,13.6,,17,,,,14,,,2.4,,0,
NH0472,1964-08-19,8.1,14.5,1.7,-1.5,,,,,,,0,0,0,4.8,43,6.8,,60,1.5,,13.6,,17,,,,10.2,,,2.1,,9.9375,
NH0472,1964-08-20,5.1,14.8,-4.6,-7.6,,,,,,,0,0,0,8.3,75,5.1,,48,-2.5,,4.8,,6,,,,14.6,,,1.4,,14.35052,
NH0472,1964-08-21,10.6,17.5,3.7,0.7,,,,,,,0,0,0,5,45,7.3,,59,2.5,,12.8,,16,,,,10.6,,,2.5,,5.73913,
NH0472,1964-08-22,6.4,16.8,-4,-6.8,,,,,,,0,0,0,8.9,80,6.6,,60,1.1,,7.2,,9,,,,15.5,,,1.5,,12.69231,
NH0472,1964-08-23,9.05,15.3,2.8,-2.3,,,,,,,0,0,0,3.7,33,7.7,,63,3.2,,8.8,,11,,,,9.1,,,1.7,,8.063999,
NH0472,1964-08-24,5.7,14.3,-2.9,-5.4,,,,,,,0,0,0,8.6,77,8.7,,72,5,,4.8,,6,,,,15.3,,,1,,13.81395,
NH0472,1964-08-25,11.3,22.2,0.4,-3.1,,,,,,,0,0,0,8.4,75,12.3,,68,10,,4.8,,6,,,,15.2,,,1.4,,7.266054,
NH0472,1964-08-26,14.8,23.7,5.9,0.2,,,,,,,0,0,0,7,62,13.7,,74,11.6,,8.8,,11,,,,13.5,,,1.9,,1.483146,
NH0472,1964-08-27,17,25.4,8.6,5.5,,,,,,,0,0,0,7.5,67,15.7,,74,13.7,,8.8,,11,,,,14.2,,,2.2,,0,
NH0472,1964-08-28,20.4,27.5,13.3,10.3,,,,,,,4,0,0,7.7,68,17.4,,73,15.3,,30.4,,38,,,,14.6,,,4.5,,0,
NH0472,1964-08-29,11.8,17.7,5.9,6,,,,,,,0,0,0,9.1,80,6.6,,55,1.1,,23.2,,29,,,,16.5,,,4.4,,2.237288,
NH0472,1964-08-30,9.25,19,-0.5,-4.7,,,,,,,0,0,0,7.1,62,9.1,,62,5.6,,16.8,,21,,,,14,,,2.1,,9.230769,
NH0472,1964-08-31,11.65,18.7,4.6,-0.2,,,,,,,0,0,0,6.5,57,9.2,,61,5.8,,20,,25,,,,13.3,,,3,,4.085106,
NH0472,1964-09-01,7.1,13.1,1.1,-0.7,,,,,,,0,0,0,7.7,67,6.9,,74,1.7,,26.4,,33,,,,15,,,2.9,,11.8,
NH0472,1964-09-02,5.05,13.5,-3.4,-7.8,,,,,,,0,0,0,7.7,67,6.3,,64,0.4,,5.6,,7,,,,15.1,,,1.5,,14.76923,
NH0472,1964-09-03,9.95,17.9,2,-2.9,,,,,,,0,0,0,8.2,71,5.9,,49,-0.5,,21.6,,27,,,,15.9,,,4,,7.54717,
NH0472,1964-09-04,12.95,20.8,5.1,1.5,,,,,,,0,0,0,8.2,71,10.2,,64,7.3,,8.8,,11,,,,16,,,2.4,,2.904459,
NH0472,1964-09-05,15.25,23.6,6.9,1.1,,,,,,,0,0,0,6.8,59,,,,,,11.2,,14,,,,14.1,,,,,0.1437124,
NH0472,1964-09-06,14.5,21.5,7.5,4.5,,,,,,,0,0,0,7.6,66,13.1,,78,11,,19.2,,24,,,,15.4,,,2.8,,0,
NH0472,1964-09-07,13.15,16.5,9.8,8.5,,,,,,,0,0,0,1.4,12,13.4,,93,11.3,,14.4,,18,,,,7.1,,,1.5,,0,
NH0472,1964-09-08,10.55,12.2,8.9,8,,,,,,,0,0,0,0,0,12,,93,9.7,,19.2,,24,,,,5.2,,,1.1,,0,
NH0472,1964-09-09,10.6,14.1,7.1,6,,,,,,,0,0,0,0,0,10.7,,81,8,,19.2,,24,,,,5.2,,,1.7,,0,
NH0472,1964-09-10,9.7,16,3.4,0.8,,,,,,,0,0,0,8.3,71,8.3,,63,4.3,,10.4,,13,,,,16.7,,,2.4,,6.857142,
NH0472,1964-09-11,9.2,19.3,-0.9,-5.2,,,,,,,0,0,0,8,68,8.5,,60,4.6,,10.4,,13,,,,16.4,,,2.2,,9.38614,
NH0472,1964-09-12,15.2,24.9,5.5,1.3,,,,,,,0,0,0,8.3,70,9.7,,50,6.5,,19.2,,24,,,,16.9,,,4.3,,1.85567,
NH0472,1964-09-13,15.45,26.5,4.4,1.3,,,,,,,0,0,0,8.3,70,11,,50,8.4,,10.4,,13,,,,17,,,3.2,,2.823529,
NH0472,1964-09-14,20.2,29.5,10.9,5.7,,,,,,,0,0,0,7.9,67,13.8,,51,11.8,,10.4,,13,,,,16.6,,,3.8,,0,
NH0472,1964-09-15,21.85,30.3,13.4,11,,,,,,,11,0,0,6.7,56,19.7,,61,17.3,,12,,15,,,,15,,,3.5,,0,
NH0472,1964-09-16,16.75,22.1,11.4,12.2,,,,,,,0,0,0,8.2,69,12.8,,71,10.6,,16,,20,,,,17.2,,,3.7,,0,
NH0472,1964-09-17,14.35,24.6,4.1,0.5,,,,,,,0,0,0,8.5,71,11.7,,58,9.3,,8.8,,11,,,,17.7,,,2.8,,3.395122,
NH0472,1964-09-18,18.05,22.7,13.4,10,,,,,,,8.5,0,0,4,33,16.2,,81,14.2,,12,,15,,,,11.4,,,2.6,,0,
NH0472,1964-09-19,14.25,18.5,10,11.2,,,,,,,0,0,0,3.1,26,13.1,,86,11,,13.6,,17,,,,10.1,,,2.2,,0,
NH0472,1964-09-20,12.7,20,5.4,2.5,,,,,,,0,0,0,2.8,23,14.7,,87,12.7,,11.2,,14,,,,9.8,,,1.3,,2.630137,
NH0472,1964-09-21,17.2,21,13.4,10,,,,,,,0,0,0,3,25,15.6,,76,13.6,,12,,15,,,,10.1,,,2.4,,0,
NH0472,1964-09-22,17.15,23.1,11.2,7.4,,,,,,,0,0,0,5.6,46,15.6,,73,13.6,,10.4,,13,,,,14,,,2.7,,0,
NH0472,1964-09-23,15.45,23.4,7.5,4.2,,,,,,,0,0,0,8.1,67,14,,66,12,,12,,15,,,,17.7,,,3,,0,
NH0472,1964-09-24,17.4,25.9,8.9,4.7,,,,,,,0,0,0,8.1,66,15,,65,13,,14.4,,18,,,,17.8,,,3.5,,0,
NH0472,1964-09-25,20.5,27.8,13.2,9,,,,,,,0,0,0,8.2,67,18.1,,69,15.9,,16.8,,21,,,,18.1,,,4.1,,0,
NH0472,1964-09-26,19.15,24.9,13.4,10.5,,,,,,,10.5,0,0,1.4,11,17.9,,80,15.8,,12.8,,16,,,,8,,,2.4,,0,
NH0472,1964-09-27,15.75,19.2,12.3,5.4,,,,,,,0,0,0,0,0,16.2,,88,14.2,,14.4,,18,,,,6,,,1.5,,0,
NH0472,1964-09-28,14.75,17,12.5,13,,,,,,,15,0,0,0.2,2,14.2,,87,12.2,,14.4,,18,,,,6.3,,,1.8,,0,
NH0472,1964-09-29,13.35,15,11.7,9.9,,,,,,,42.5,0,0,0.2,2,13.8,,92,11.8,,14.4,,18,,,,6.4,,,1.5,,0,
NH0472,1964-09-30,12.4,17,7.8,5.6,,,,,,,0,0,0,7.7,62,9.6,,67,6.4,,19.2,,24,,,,17.8,,,3.8,,0,
NH0472,1964-10-01,10.4,16,4.8,2.6,,,,,,,0,0,0,9,72,10.3,,78,7.4,,17.6,,22,,,,19.8,,,2.9,,4.714285,
NH0472,1964-10-02,9,15.5,2.5,,,,,,,,0,0,0,3,24,10.3,,73,7.4,,7.2,,9,,,,10.8,,,1.5,,8.307693,
NH0472,1964-10-03,13.15,19.5,6.8,2.3,,,,,,,0,0,0,8.2,66,10.9,,67,8.2,,10.4,,13,,,,18.8,,,3.1,,0.3779524,
NH0472,1964-10-04,14.95,21.8,8.1,3.5,,,,,,,0,0,0,9.2,74,12.7,,69,10.5,,8.8,,11,,,,20.4,,,3.3,,0,
NH0472,1964-10-05,15.65,24,7.3,3.5,,,,,,,0,0,0,7.9,63,14,,67,12,,7.2,,9,,,,18.5,,,3,,0,
NH0472,1964-10-06,,,8.8,6.8,,,,,,,0,0,0,7.7,61,10.7,,63,8,,21.6,,27,,,,18.2,,,,,,
NH0472,1964-10-07,13.65,18.4,8.9,7.2,,,,,,,0,0,0,5.6,44,11.7,,78,9.3,,19.2,,24,,,,15.1,,,3.3,,0,
NH0472,1964-10-08,11.55,15.5,7.6,6.1,,,,,,,0,0,0,1.8,14,12.2,,71,9.9,,29.6,,37,,,,9.3,,,2.1,,0,
NH0472,1964-10-09,14.8,19.2,10.4,9.8,,,,,,,0,0,0,2.2,17,13.3,,82,11.2,,14.4,,18,,,,9.9,,,2.5,,0,
NH0472,1964-10-10,13.35,19.7,7,9,,,,,,,0,0,0,2.1,17,14.1,,83,12.1,,8.8,,11,,,,9.8,,,1.7,,0,
NH0472,1964-10-11,13.85,20.9,6.8,4.3,,,,,,,0,0,0,9.4,74,14.9,,77,12.9,,8.8,,11,,,,21.4,,,2.9,,0.3404252,
NH0472,1964-10-12,,,8.9,4,,,,,,,0,0,0,10.2,80,15.7,,71,13.7,,12,,15,,,,22.7,,,,,,
NH0472,1964-10-13,18.65,26,11.3,7.1,,,,,,,0,0,0,10.2,80,16.3,,65,14.3,,14.4,,18,,,,22.8,,,4.5,,0,
NH0472,1964-10-14,19.9,27.2,12.6,9.4,,,,,,,0,0,0,7.5,58,15.9,,61,13.9,,12.8,,16,,,,18.6,,,4.3,,0,
NH0472,1964-10-15,20.15,27.6,12.7,10.1,,,,,,,0,0,0,1.9,15,19.5,,74,17.1,,8.8,,11,,,,9.8,,,2.5,,0,
NH0472,1964-10-16,18.2,25.3,11.1,13.6,,,,,,,0,0,0,7.2,56,19.1,,79,16.8,,16.8,,21,,,,18.3,,,3.3,,0,
NH0472,1964-10-17,17.7,22.7,12.7,10,,,,,,,0,0,0,3,23,13.3,,65,11.2,,19.2,,24,,,,11.6,,,4.1,,0,
NH0472,1964-10-18,16.85,23.5,10.2,7,,,,,,,0,0,0,5.1,39,14.5,,67,12.5,,10.4,,13,,,,15,,,3.2,,0,
NH0472,1964-10-19,17.95,22,13.9,9,,,,,,,3.5,0,0,0.3,2,14.4,,69,12.4,,20,,25,,,,7.4,,,3.4,,0,
NH0472,1964-10-20,,,7.3,8,,,,,,,0,0,0,0,0,9.9,,86,6.8,,22.4,,28,,,,6.9,,,,,,
NH0472,1964-10-21,11.7,17.1,6.3,5,,,,,,,5,0,0,9.5,73,10.7,,74,8,,8.8,,11,,,,22.4,,,3.3,,1.555555,
NH0472,1964-10-22,11.95,21.5,2.4,-1,,,,,,,0,0,0,9.8,75,11.5,,66,9,,7.2,,9,,,,22.9,,,3.2,,5.780104,
NH0472,1964-10-23,16.6,25.3,7.9,2.5,,,,,,,0,0,0,9.9,75,12.5,,60,10.3,,10.4,,13,,,,23.2,,,4.4,,0,
NH0472,1964-10-24,20.2,27.6,12.8,8.5,,,,,,,0,0,0,10,76,13.5,,51,11.4,,21.6,,27,,,,23.4,,,6.5,,0,
NH0472,1964-10-25,17.2,23,11.4,9,,,,,,,14,0,0,5.3,40,15.8,,85,13.8,,8.8,,11,,,,15.8,,,3.1,,0,
NH0472,1964-10-26,17.5,24.6,10.4,5.6,,,,,,,0,0,0,10.3,78,14.3,,66,12.3,,12.8,,16,,,,24,,,4.7,,0,
NH0472,1964-10-27,19,26.6,11.4,4.5,,,,,,,0,0,0,9.7,73,,,,,,8.8,,11,,,,23,,,,,0,
NH0472,1964-10-28,22.4,31.4,13.4,9.4,,,,,,,5.5,0,0,8.4,63,22.4,,71,19.3,,5.6,,7,,,,21,,,4.2,,0,
NH0472,1964-10-29,20.35,25.7,15,13,,,,,,,0,0,0,9.3,70,14.3,,58,12.3,,10.4,,13,,,,22.6,,,5.1,,0,
NH0472,1964-10-30,17.35,25.6,9.1,6.2,,,,,,,0,0,0,9.7,73,12.1,,50,9.8,,20.8,,26,,,,23.3,,,5.8,,0,
NH0472,1964-10-31,12.85,20.3,5.4,0.4,,,,,,,0,0,0,10.1,76,9.2,,56,5.8,,8,,10,,,,24,,,4,,2.577181,
NH0472,1964-11-01,12.15,19.4,4.9,0,,,,,,,0,0,0,10.2,76,9.5,,47,6.2,,8,,10,,,,24.3,,,3.8,,3.475862,
NH0472,1964-11-02,15.65,23.8,7.5,4,,,,,,,0,0,0,2.6,19,,,,,,8.8,,11,,,,11.5,,,,,0,
NH0472,1964-11-03,17.3,26.4,8.2,4.5,,,,,,,5,0,0,9.2,68,17.3,,85,15.2,,10.4,,13,,,,22.7,,,3.9,,0,
NH0472,1964-11-04,16.6,25.9,7.3,6.1,,,,,,,2.5,0,0,3.7,27,18.7,,84,16.4,,8.8,,11,,,,13.6,,,2.2,,0,
NH0472,1964-11-05,13.4,22.4,4.4,4.5,,,,,,,0,0,0,10.5,78,12.2,,59,9.9,,10.4,,13,,,,25,,,3.9,,3.466666,
NH0472,1964-11-06,17.55,27.5,7.6,3.3,,,,,,,0,0,0,12.8,94,,,,,,4.8,,6,,,,28.7,,,,,0,
NH0472,1964-11-07,12.95,15.7,10.2,4.5,,,,,,,8.5,0,0,0,0,,,,,,7.2,,9,,,,7.4,,,,,0,
NH0472,1964-11-08,17.25,23.6,10.9,3.9,,,,,,,0,0,0,10.4,76,12.6,,66,10.4,,6.4,,8,,,,25,,,4.5,,0,
NH0472,1964-11-09,17.35,24.4,10.3,7.3,,,,,,,0,0,0,13,95,11,,49,8.4,,8.8,,11,,,,29.4,,,5.4,,0,
NH0472,1964-11-10,16.6,23.8,9.4,5,,,,,,,0,0,0,13,95,11.4,,57,8.9,,14.4,,18,,,,29.5,,,5.8,,0,
NH0472,1964-11-11,17.95,26,9.9,4.4,,,,,,,0,0,0,6.5,48,11.8,,52,9.4,,8.8,,11,,,,18.6,,,4.3,,0,
NH0472,1964-11-12,19.45,27.3,11.6,6.5,,,,,,,5,0,0,6.2,45,16,,66,14,,8,,10,,,,18.1,,,4,,0,
NH0472,1964-11-13,17.95,21.5,14.4,7.1,,,,,,,0,0,0,6.5,47,14.1,,73,12.1,,13.6,,17,,,,18.6,,,4.4,,0,
NH0472,1964-11-14,17.5,25.1,9.9,7.4,,,,,,,0,0,0,3.5,25,14.2,,70,12.2,,8,,10,,,,13.6,,,3.2,,0,
NH0472,1964-11-15,,,11.9,9.5,,,,,,,0,0,0,0,0,10.6,,53,7.8,,4.8,,6,,,,7.7,,,,,,
NH0472,1964-11-16,17.35,29.3,5.4,6.5,,,,,,,11.5,0,0,11.4,83,16.2,,57,14.2,,14.4,,18,,,,27.1,,,4.9,,1.606694,
NH0472,1964-11-17,19.25,25,13.5,12,,,,,,,0,0,0,7.2,52,16.5,,80,14.5,,8,,10,,,,20,,,4.1,,0,
NH0472,1964-11-18,19.7,28,11.4,6.1,,,,,,,0,0,0,11.2,81,18.2,,73,16,,4.8,,6,,,,26.8,,,4.8,,0,
NH0472,1964-11-19,18.55,22,15.1,11,,,,,,,0,0,0,2.3,17,18.8,,85,16.5,,8.8,,11,,,,11.7,,,2.5,,0,
NH0472,1964-11-20,15.95,18.5,13.4,12.5,,,,,,,8.5,0,0,0,0,15.8,,87,13.8,,19.2,,24,,,,7.8,,,2.2,,0,
NH0472,1964-11-21,19.05,23.8,14.3,12.2,,,,,,,0,0,0,5.6,40,19.3,,83,16.9,,8.8,,11,,,,17.4,,,3.4,,0,
NH0472,1964-11-22,20.7,27,14.4,10.8,,,,,,,0,0,0,12.5,90,,,,,,10.4,,13,,,,29.2,,,,,0,
NH0472,1964-11-23,21.75,29.5,14,9.8,,,,,,,0,0,0,11.5,82,,,,,,12.8,,16,,,,27.4,,,,,0,
NH0472,1964-11-24,23.2,31,15.4,12,,,,,,,0,0,0,12,86,,,,,,19.2,,24,,,,28.4,,,,,0,
NH0472,1964-11-25,18.35,27,9.7,7.1,,,,,,,0,0,0,6.9,49,,,,,,16.8,,21,,,,19.6,,,,,0,
NH0472,1964-11-26,23.65,33,14.3,9.5,,,,,,,0,0,0,12.8,91,,,,,,15.2,,19,,,,29.8,,,,,0,
NH0472,1964-11-27,25.55,33.4,17.7,13.5,,,,,,,35,0,0,10.8,77,,,,,,20.8,,26,,,,26.4,,,,,0,
NH0472,1964-11-28,20.65,23.4,17.9,12.5,,,,,,,15.5,0,0,0,0,,,,,,8.8,,11,,,,7.9,,,,,0,
NH0472,1964-11-29,22.7,26.5,18.9,16,,,,,,,0,0,0,0,0,,,,,,12,,15,,,,7.9,,,,,0,
NH0472,1964-11-30,21.2,27.4,15,13.5,,,,,,,0,0,0,12.5,89,,,,,,15.2,,19,,,,29.5,,,,,0,
NH0472,1964-12-01,22.8,28.5,17.1,15,,,,,,,9.5,0,0,14.1,100,25.7,,84,21.5,,14.4,,18,,,,32.2,,,6.3,,0,
NH0472,1964-12-02,22.5,28.6,16.4,15.4,,,,,,,0,0,0,2.9,21,20.9,,73,18.2,,8,,10,,,,13,,,3.4,,0,
NH0472,1964-12-03,20.4,26.5,14.3,10.9,,,,,,,0,0,0,10.4,74,18.1,,70,15.9,,8,,10,,,,25.9,,,5.1,,0,
NH0472,1964-12-04,20.95,28.7,13.2,9,,,,,,,0,0,0,13,92,19.2,,66,16.9,,15.2,,19,,,,30.4,,,6.3,,0,
NH0472,1964-12-05,21.3,29.7,12.9,17.7,,,,,,,0,0,0,13.3,94,19.2,,65,16.9,,11.2,,14,,,,31,,,6.2,,0,
NH0472,1964-12-06,24.15,32.3,16,11,,,,,,,0,0,0,11.1,78,23.3,,64,20,,10.4,,13,,,,27.2,,,6.1,,0,
NH0472,1964-12-07,26.9,34.5,19.3,15.6,,,,,,,0,0,0,11.6,82,27.9,,70,22.9,,14.4,,18,,,,28.1,,,7,,0,
NH0472,1964-12-08,26.45,34.5,18.4,17.5,,,,,,,0,0,0,7.1,50,23.8,,78,20.3,,4.8,,6,,,,20.3,,,5,,0,
NH0472,1964-12-09,27.4,33,21.8,14.3,,,,,,,0,0,0,11.5,81,22.5,,65,19.4,,10.4,,13,,,,27.9,,,7.2,,0,
NH0472,1964-12-10,26.5,31.4,21.6,19.5,,,,,,,1.5,0,0,2.6,18,23.7,,72,20.2,,8.8,,11,,,,12.5,,,4.1,,0,
