id,fecha,temperatura_abrigo_150cm,temperatura_abrigo_150cm_maxima,temperatura_abrigo_150cm_minima,temperatura_intemperie_5cm_minima,temperatura_intemperie_50cm_minima,temperatura_suelo_5cm_media,temperatura_suelo_10cm_media,temperatura_inte_5cm,temperatura_intemperie_150cm_minima,humedad_suelo,precipitacion_pluviometrica,granizo,nieve,heliofania_efectiva,heliofania_relativa,tesion_vapor_media,humedad_media,humedad_media_8_14_20,rocio_medio,duracion_follaje_mojado,velocidad_viento_200cm_media,direccion_viento_200cm,velocidad_viento_1000cm_media,direccion_viento_1000cm,velocidad_viento_maxima,presion_media,radiacion_global,radiacion_neta,evaporacion_tanque,evapotranspiracion_potencial,profundidad_napa,horas_frio,unidad_frio
NH0472,1964-01-04,25.65,34.4,16.9,13.5,,,,,,,0,0,0,5.4,38,18.6,,52,16.4,,8.8,,11,,,,17.4,,,5.2,,0,
NH0472,1964-01-05,27.5,33.1,21.9,21.3,,,,,,,20.5,0,0,4.8,34,18.9,,49,16.6,,8.8,,11,,,,16.4,,,5.5,,0,
NH0472,1964-01-06,21.2,24.3,18.1,17,,,,,,,49.5,0,0,0,0,21.7,,96,18.8,,12.8,,16,,,,8,,,2.4,,0,
NH0472,1964-01-07,24,32,16,14.3,,,,,,,0,0,0,12.1,86,22.7,,70,19.5,,8.8,,11,,,,29,,,6.2,,0,
NH0472,1964-01-08,21.65,29.6,13.7,11.2,,,,,,,0,0,0,12.5,89,20.4,,67,17.8,,15.2,,19,,,,29.7,,,6.3,,0,
NH0472,1964-01-09,22.75,27.9,17.6,15.3,,,,,,,0,0,0,4.5,32,19.8,,68,17.3,,8.8,,11,,,,15.8,,,4.1,,0,
NH0472,1964-01-10,21.8,29.8,13.8,11.4,,,,,,,0,0,0,12.5,89,19.6,,63,17.2,,12.8,,16,,,,29.6,,,6.3,,0,
NH0472,1964-01-11,24,30.4,17.6,15,,,,,,,0,0,0,4,28,20.8,,66,18.1,,7.2,,9,,,,14.9,,,4,,0,
NH0472,1964-01-12,24.35,32,16.7,15.5,,,,,,,0,0,0,11.6,83,22.6,,61,19.5,,4.8,,6,,,,28,,,5.9,,0,
NH0472,1964-01-13,25.95,33,18.9,17.1,,,,,,,0,0,0,12.2,87,23.1,,65,19.8,,10.4,,13,,,,29,,,6.9,,0,
NH0472,1964-01-14,25.45,32.2,18.7,15.5,,,,,,,0,0,0,11.2,80,18.4,,53,16.2,,10.4,,13,,,,27.3,,,6.9,,0,
NH0472,1964-01-15,24.25,32.5,16,12.9,,,,,,,0,0,0,11.2,80,17.6,,50,15.5,,8,,10,,,,27.2,,,6.3,,0,
NH0472,1964-01-16,22.8,27.3,18.3,16.5,,,,,,,0,0,0,2.3,16,17.5,,66,15.4,,16,,20,,,,11.9,,,4.7,,0,
NH0472,1964-01-17,21.05,27.2,14.9,12,,,,,,,0,0,0,12.5,90,16.5,,61,14.5,,13.6,,17,,,,29.4,,,6.4,,0,
NH0472,1964-01-18,22.75,30.6,14.9,10.5,,,,,,,0,0,0,12.7,91,15.2,,48,13.2,,14.4,,18,,,,29.7,,,7.3,,0,
NH0472,1964-01-19,24.1,32.2,16,11,,,,,,,1.5,0,0,10.2,73,17,,58,15,,15.2,,19,,,,25.4,,,7,,0,
NH0472,1964-01-20,21.35,29.2,13.5,12.4,,,,,,,0,0,0,12.6,91,13,,51,10.9,,15.2,,19,,,,29.5,,,7.2,,0,
NH0472,1964-01-21,21.1,30.3,11.9,7.8,,,,,,,0,0,0,12.4,89,14.4,,48,12.4,,7.2,,9,,,,29.1,,,5.9,,0,
NH0472,1964-01-22,23.75,32.1,15.4,10,,,,,,,0,0,0,11.8,85,15.2,,46,13.2,,11.2,,14,,,,28.1,,,6.9,,0,
NH0472,1964-01-23,24.55,34,15.1,10,,,,,,,0,0,0,10.3,74,15.1,,43,13.1,,8.8,,11,,,,25.4,,,6.3,,0,
NH0472,1964-01-24,25.2,36.5,13.9,9.5,,,,,,,0,0,0,12.6,91,15.1,,40,13.1,,8.8,,11,,,,29.4,,,7,,0,
NH0472,1964-01-25,30.4,40.4,20.4,16.2,,,,,,,0,0,0,10.9,79,22,,47,19,,11.2,,14,,,,26.4,,,7.9,,0,
NH0472,1964-01-26,26,31.6,20.4,20,,,,,,,0,0,0,2.2,16,16.7,,60,14.7,,23.2,,29,,,,11.5,,,7,,0,
NH0472,1964-01-27,19.7,27.4,12,11.2,,,,,,,0,0,0,12.3,90,10.6,,44,7.8,,10.4,,13,,,,28.7,,,6.2,,0,
NH0472,1964-01-28,22.3,31.3,13.3,9,,,,,,,0,0,0,12,88,12.5,,45,10.3,,12.8,,16,,,,28.1,,,6.9,,0,
NH0472,1964-01-29,24.95,34.2,15.7,12.4,,,,,,,0.4,0,0,7.8,57,16.3,,46,14.3,,12,,15,,,,20.9,,,6.2,,0,
NH0472,1964-01-30,24.85,31.3,18.4,15.3,,,,,,,0,0,0,4,29,21.4,,68,18.6,,7.2,,9,,,,14.4,,,4,,0,
NH0472,1964-01-31,28.75,37.6,19.9,17,,,,,,,35.5,0,0,11.9,87,28.5,,63,23.2,,16.8,,21,,,,27.8,,,7.7,,0,
NH0472,1964-02-01,25.25,31,19.5,19.7,,,,,,,0,0,0,6.8,50,19.5,,69,17.1,,10.4,,13,,,,19.1,,,5.4,,0,
NH0472,1964-02-02,22.2,29.4,15,11.5,,,,,,,0,0,0,10.4,77,16.6,,53,14.6,,12,,15,,,,25.2,,,5.9,,0,
NH0472,1964-02-03,23.4,29.9,16.9,15.4,,,,,,,0,0,0,12.5,92,14.4,,46,12.4,,16.8,,21,,,,28.7,,,7.6,,0,
NH0472,1964-02-04,24.75,33.4,16.1,13.5,,,,,,,0,0,0,12,89,23,,64,19.7,,14.4,,18,,,,27.8,,,6.6,,0,
NH0472,1964-02-05,30.75,36.4,25.1,24,,,,,,,0,0,0,10,74,31.1,,68,24.7,,14.4,,18,,,,24.3,,,7.3,,0,
NH0472,1964-02-06,27.15,32.3,22,27.4,,,,,,,0,0,0,4.3,32,26.4,,64,22,,19.2,,24,,,,14.7,,,5.2,,0,
NH0472,1964-02-07,29.15,36.3,22,22.5,,,,,,,25.5,0,0,8.1,60,26.7,,75,22.2,,12.8,,16,,,,21,,,6.4,,0,
NH0472,1964-02-08,25.4,29.3,21.5,20,,,,,,,0,0,0,9.1,68,18.7,,60,16.4,,12.8,,16,,,,22.7,,,6.3,,0,
NH0472,1964-02-09,24.05,30.6,17.5,15.5,,,,,,,0,0,0,9.5,71,22.2,,65,19.2,,7.2,,9,,,,23.3,,,5.1,,0,
NH0472,1964-02-10,23.55,29.2,17.9,16.5,,,,,,,0,0,0,4.4,33,20.1,,68,17.6,,15.2,,19,,,,14.7,,,4.6,,0,
NH0472,1964-02-11,22.5,31.4,13.6,10.5,,,,,,,0,0,0,9.6,72,19.4,,59,17,,8.8,,11,,,,23.3,,,5,,0,
NH0472,1964-02-12,26.15,32.6,19.7,15.3,,,,,,,0,0,0,9.8,74,19.5,,57,17.1,,8.8,,11,,,,23.6,,,6,,0,
NH0472,1964-02-13,25.25,33.3,17.2,13.2,,,,,,,0,0,0,9.7,73,21.5,,60,18.7,,8.8,,11,,,,23.3,,,5.6,,0,
NH0472,1964-02-14,27.8,37.1,18.5,15.4,,,,,,,5.5,0,0,9.4,71,18.2,,46,16,,12.8,,16,,,,22.8,,,7,,0,
NH0472,1964-02-15,20.05,25.5,14.6,13.5,,,,,,,0,0,0,1.1,8,12.8,,61,10.6,,8.8,,11,,,,9,,,3.5,,0,
NH0472,1964-02-16,19.15,28.3,10,6.6,,,,,,,0.5,0,0,7.9,60,15.5,,69,13.5,,16.8,,21,,,,20.2,,,4.8,,0,
NH0472,1964-02-17,18.1,22.2,14,12.2,,,,,,,0,0,0,4.8,37,12.4,,64,10.1,,20,,25,,,,15,,,5,,0,
NH0472,1964-02-18,14.45,24.5,4.4,1,,,,,,,0,0,0,10.3,79,8.7,,44,5,,9.6,,12,,,,24,,,4.5,,3.104477,
NH0472,1964-02-19,17.05,27.9,6.2,2.1,,,,,,,0,0,0,10,77,11.3,,48,8.8,,7.2,,9,,,,23.4,,,4.3,,0.8847928,
NH0472,1964-02-20,21.1,29.3,12.9,6.5,,,,,,,0,0,0,9.8,75,14.3,,52,12.3,,12,,15,,,,23,,,5.4,,0,
NH0472,1964-02-21,22.05,30.4,13.7,9.3,,,,,,,0,0,0,10,77,16.6,,55,14.6,,12,,15,,,,23.3,,,5.4,,0,
NH0472,1964-02-22,23.05,31,15.1,11.1,,,,,,,0,0,0,9.7,75,17,,54,15,,12.8,,16,,,,22.7,,,5.7,,0,
NH0472,1964-02-23,23.85,32.9,14.8,11.1,,,,,,,0,0,0,9.6,74,18,,56,15.8,,7.2,,9,,,,22.4,,,5.1,,0,
NH0472,1964-02-24,22,32.9,11.1,12.4,,,,,,,0,0,0,9.7,75,18.7,,56,16.4,,6.4,,8,,,,22.5,,,4.5,,0,
NH0472,1964-02-25,23.55,33.6,13.5,15.6,,,,,,,0,0,0,8.4,65,18.4,,52,16.2,,12,,15,,,,20.3,,,5.2,,0,
NH0472,1964-02-26,27.7,36.3,19.1,15.6,,,,,,,0,0,0,9.1,71,18.7,,48,16.4,,11.2,,14,,,,21.4,,,6.3,,0,
NH0472,1964-02-27,29.35,36.5,22.2,19.4,,,,,,,0.5,0,0,6.9,54,25.5,,59,21.4,,21.6,,27,,,,17.8,,,7,,0,
NH0472,1964-02-28,26.05,30.8,21.3,21,,,,,,,27.1,0,0,5.9,46,26.4,,79,22,,24.8,,31,,,,16.1,,,5.2,,0,
NH0472,1964-02-29,23.4,26.7,20.1,20,,,,,,,13,0,0,0.3,2,23.1,,90,19.8,,7.2,,9,,,,7.1,,,2.3,,0,
NH0472,1964-03-01,21.85,25.9,17.8,16,,,,,,,0,0,0,1.7,13,22.6,,79,19.5,,8,,10,,,,9.3,,,2.3,,0,
NH0472,1964-03-02,24,30.6,17.4,15.2,,,,,,,2,0,0,9.7,77,25.1,,79,21.2,,6.4,,8,,,,21.9,,,4.4,,0,
NH0472,1964-03-03,21.95,25.7,18.2,19.5,,,,,,,36.5,0,0,0,0,21.7,,94,18.8,,13.6,,17,,,,6.5,,,2.4,,0,
NH0472,1964-03-04,21,25,17,16.6,,,,,,,0,0,0,6.7,53,17,,69,15,,27.2,,34,,,,17,,,5.6,,0,
NH0472,1964-03-05,18.45,22,14.9,14.3,,,,,,,0,0,0,8.8,70,13.2,,63,11.1,,24.8,,31,,,,20.2,,,5.7,,0,
NH0472,1964-03-06,16.75,22,11.5,10.5,,,,,,,0,0,0,3.6,29,15.3,,73,13.3,,15.2,,19,,,,12,,,2.8,,0,
NH0472,1964-03-07,19.4,25,13.8,12.2,,,,,,,1.5,0,0,3.1,25,18,,72,15.8,,16.8,,21,,,,11.2,,,3.1,,0,
NH0472,1964-03-08,24.6,29.9,19.3,18.3,,,,,,,14,0,0,7.5,60,25.2,,82,21.2,,16.8,,21,,,,17.9,,,4.5,,0,
NH0472,1964-03-09,22.6,27,18.2,20.4,,,,,,,0,0,0,4.1,33,22.6,,88,19.5,,8,,10,,,,12.6,,,2.9,,0,
NH0472,1964-03-10,24.5,30.8,18.2,16.4,,,,,,,111,0,0,4.2,34,27.7,,87,22.8,,11.2,,14,,,,12.7,,,2.9,,0,
NH0472,1964-03-11,22.3,24.5,20.1,20.3,,,,,,,37.5,0,0,0,0,24.6,,97,20.8,,10.4,,13,,,,6.2,,,1.7,,0,
NH0472,1964-03-12,22.8,25.3,20.3,20.2,,,,,,,5,0,0,0,0,25.8,,90,21.6,,15.2,,19,,,,6.1,,,1.7,,0,
NH0472,1964-03-13,23.5,25.6,21.4,21.6,,,,,,,0,0,0,1.3,11,24.5,,84,20.8,,16.8,,21,,,,8.1,,,2.6,,0,
NH0472,1964-03-14,22.85,27.1,18.6,16.7,,,,,,,0,0,0,9.3,76,21.3,,77,18.5,,12,,15,,,,20.1,,,4.4,,0,
NH0472,1964-03-15,20.95,26.8,15.1,12.9,,,,,,,0,0,0,5.5,45,18.7,,68,16.4,,10.4,,13,,,,14.3,,,3.3,,0,
NH0472,1964-03-16,18.25,21.3,15.2,13.2,,,,,,,0,0,0,7.2,59,14.3,,69,12.3,,12.8,,16,,,,16.8,,,3.7,,0,
NH0472,1964-03-17,18.2,24,12.4,9.8,,,,,,,0,0,0,9.2,76,16.8,,74,14.8,,7.2,,9,,,,19.6,,,3.2,,0,
NH0472,1964-03-18,20.6,26.5,14.7,11.5,,,,,,,0,0,0,9.1,75,17.5,,70,15.4,,7.2,,9,,,,19.4,,,3.7,,0,
NH0472,1964-03-19,23.75,30.5,17,13.6,,,,,,,0,0,0,5.9,49,25.6,,77,21.5,,12,,15,,,,14.6,,,3.2,,0,
NH0472,1964-03-20,23.25,25.9,20.6,18.5,,,,,,,25,0,0,0,0,24.3,,85,20.6,,11.2,,14,,,,5.8,,,2,,0,
NH0472,1964-03-21,20.9,24.9,16.9,16.8,,,,,,,0,0,0,4.5,37,20.3,,87,17.7,,6.4,,8,,,,12.3,,,2.6,,0,
NH0472,1964-03-22,21.05,27.7,14.4,12.9,,,,,,,62.8,0,0,4.5,38,19.5,,67,17.1,,10.4,,13,,,,12.3,,,2.9,,0,
NH0472,1964-03-23,21.8,25.4,18.2,19,,,,,,,0,0,0,7.4,62,21.5,,87,18.7,,18.4,,23,,,,16.4,,,3.7,,0,
NH0472,1964-03-24,18.4,26,10.8,17.7,,,,,,,0,0,0,9.2,77,19.1,,82,16.8,,4.8,,6,,,,18.9,,,2.8,,0,
NH0472,1964-03-25,20.65,27.5,13.8,9.9,,,,,,,0,0,0,8.8,74,23.7,,84,20.2,,7.2,,9,,,,18.2,,,2.9,,0,
NH0472,1964-03-26,21.65,27.6,15.7,13.5,,,,,,,0,0,0,8.6,73,23.9,,86,20.4,,8.8,,11,,,,17.8,,,3.1,,0,
NH0472,1964-03-27,19.2,25.3,13.1,14.7,,,,,,,0,0,0,3.9,33,16.2,,72,14.2,,13.6,,17,,,,11,,,3,,0,
NH0472,1964-03-28,13.45,17.5,9.4,6,,,,,,,0,0,0,0.1,1,11.3,,68,8.8,,8.8,,11,,,,5.6,,,1.8,,0,
NH0472,1964-03-29,9.8,15.7,3.9,2.2,,,,,,,0,0,0,8.5,72,8.3,,69,4.3,,13.6,,17,,,,17.3,,,2.7,,6.305085,
NH0472,1964-03-30,7.75,13.2,2.3,3.6,,,,,,,0,0,0,8.4,72,10.7,,70,8,,7.2,,9,,,,17.1,,,1.5,,10.34862,
NH0472,1964-03-31,14.1,21.8,6.4,2.6,,,,,,,0,0,0,8.5,73,12.7,,72,10.5,,1.6,,2,,,,17.1,,,2.1,,0.9350648,
NH0472,1964-04-01,15.45,21.1,9.8,5.7,,,,,,,0,0,0,8.3,71,12.6,,69,10.4,,6.4,,8,,,,16.7,,,2.6,,0,
NH0472,1964-04-02,15.75,22.6,8.9,3.9,,,,,,,0,0,0,8.2,71,13.4,,70,11.3,,8.8,,11,,,,16.5,,,2.6,,0,
NH0472,1964-04-03,17.5,24.9,10.1,6.8,,,,,,,0,0,0,6.9,60,16.7,,73,14.7,,10.4,,13,,,,14.6,,,2.5,,0,
NH0472,1964-04-04,21.55,28,15.1,12.9,,,,,,,17.3,0,0,5.9,51,21.1,,75,18.4,,10.4,,13,,,,13.2,,,2.8,,0,
NH0472,1964-04-05,20.35,23.4,17.3,17.3,,,,,,,27.2,0,0,1.7,15,19.9,,97,17.4,,11.2,,14,,,,7.4,,,2,,0,
NH0472,1964-04-06,19.95,24,15.9,14.3,,,,,,,0,0,0,7.6,66,19.3,,87,16.9,,3.2,,4,,,,15.3,,,2.4,,0,
NH0472,1964-04-07,17.6,25.3,9.9,7.7,,,,,,,12,0,0,6.4,56,18.6,,78,16.4,,12.8,,16,,,,13.6,,,2.1,,0,
NH0472,1964-04-08,20.95,22.6,19.3,18.8,,,,,,,13.5,0,0,1,9,24.3,,96,20.6,,7.2,,9,,,,6.3,,,1.2,,0,
NH0472,1964-04-09,23.15,26,20.3,19.5,,,,,,,22.5,0,0,2.9,25,25,,89,21.1,,14.4,,18,,,,8.8,,,2.2,,0,
NH0472,1964-04-10,20.45,22.1,18.8,18.7,,,,,,,0,0,0,1.1,10,20.5,,87,17.9,,10.4,,13,,,,6.3,,,1.8,,0,
NH0472,1964-04-11,21.75,27.9,15.6,15,,,,,,,18.5,0,0,6.7,59,25.6,,86,21.5,,8.8,,11,,,,13.6,,,2.1,,0,
NH0472,1964-04-12,20.1,23.8,16.4,20,,,,,,,1,0,0,3.8,34,20.9,,91,18.2,,12.8,,16,,,,9.7,,,2,,0,
NH0472,1964-04-13,16.6,24.4,8.8,5.6,,,,,,,0,0,0,9.3,82,14.3,,72,12.3,,8.8,,11,,,,16.8,,,2.5,,0,
NH0472,1964-04-14,16.45,22.4,10.5,12.9,,,,,,,2.5,0,0,7.9,70,16.1,,78,14.1,,7.2,,9,,,,14.8,,,2,,0,
NH0472,1964-04-15,19.85,22.3,17.4,16.4,,,,,,,0,0,0,1.5,13,19.5,,83,17.1,,7.2,,9,,,,6.6,,,1.6,,0,
NH0472,1964-04-16,18.95,24.1,13.8,10.4,,,,,,,0,0,0,8,72,19,,83,16.7,,7.2,,9,,,,14.8,,,2.2,,0,
NH0472,1964-04-17,16.1,22.3,9.9,9.8,,,,,,,0,0,0,8.9,80,13.4,,72,11.3,,7.2,,9,,,,15.8,,,2.3,,0,
NH0472,1964-04-18,16.05,22.9,9.2,4.4,,,,,,,0,0,0,8.9,80,15.8,,83,13.8,,7.2,,9,,,,15.7,,,1.9,,0,
NH0472,1964-04-19,15.2,22.8,7.6,5.5,,,,,,,0,0,0,9,81,14.1,,76,12.1,,9.6,,12,,,,15.7,,,2.1,,0,
NH0472,1964-04-20,15.75,24.1,7.4,4.3,,,,,,,0,0,0,8.8,80,17.1,,79,15,,10.4,,13,,,,15.3,,,1.7,,0,
NH0472,1964-04-21,18.3,24.3,12.3,9.6,,,,,,,7.5,0,0,4.3,39,21.1,,89,18.4,,8.8,,11,,,,9.7,,,1.3,,0,
NH0472,1964-04-22,20.7,24.8,16.6,16.2,,,,,,,0,0,0,6.5,59,21.4,,89,18.6,,6.4,,8,,,,12.3,,,2,,0,
NH0472,1964-04-23,19.1,22.8,15.4,12.7,,,,,,,0,0,0,2.5,23,17.7,,89,15.6,,18.4,,23,,,,7.4,,,2.3,,0,
NH0472,1964-04-24,12.8,16.7,8.9,7.1,,,,,,,0,0,0,8.6,79,12,,82,9.7,,10.4,,13,,,,14.7,,,1.8,,0,
NH0472,1964-04-25,11.6,17.2,6,2.2,,,,,,,0,0,0,7.5,69,12.4,,74,10.1,,4.8,,6,,,,13.3,,,1.2,,2.142857,
NH0472,1964-04-26,13.95,17.6,10.3,6.2,,,,,,,1.5,0,0,0,0,14.7,,88,12.7,,8.8,,11,,,,4.2,,,0.9,,0,
NH0472,1964-04-27,14.75,17.3,12.2,10.9,,,,,,,0,0,0,2.1,19,13.8,,84,11.8,,10.4,,13,,,,6.7,,,1.5,,0,
NH0472,1964-04-28,14.65,18.1,11.2,9.7,,,,,,,0,0,0,5.4,50,12.3,,77,10,,8.8,,11,,,,10.5,,,1.8,,0,
NH0472,1964-04-29,13.75,19,8.5,4.5,,,,,,,0,0,0,0,0,13.8,,80,11.8,,10.4,,13,,,,4.1,,,1.1,,0,
NH0472,1964-04-30,14,16.9,11.1,10,,,,,,,0,0,0,0.9,8,13.7,,89,11.6,,14.4,,18,,,,5.1,,,1.4,,0,
NH0472,1964-05-01,12.4,16.1,8.7,7,,,,,,,0,0,0,1,9,12.5,,88,10.3,,12,,15,,,,5.2,,,1.2,,0,
NH0472,1964-05-02,11,17.9,4.1,0,,,,,,,0,0,0,6,56,11,,80,8.4,,5.6,,7,,,,10.9,,,1.1,,5.043479,
NH0472,1964-05-03,12,18.5,5.5,1.2,,,,,,,0,0,0,6.6,62,12.5,,83,10.3,,4.8,,6,,,,11.5,,,1.1,,2.769231,
NH0472,1964-05-04,12.4,20.2,4.6,1.4,,,,,,,0,0,0,7,66,13.5,,85,11.4,,5.6,,7,,,,11.9,,,1,,3.692308,
NH0472,1964-05-05,15.05,22.5,7.6,2.7,,,,,,,0,0,0,8.1,76,,,,,,8.8,,11,,,,13.1,,,,,0,
NH0472,1964-05-06,16.9,24.4,9.4,5.6,,,,,,,0,0,0,7.9,74,17.7,,87,15.6,,4.8,,6,,,,12.7,,,1.3,,0,
NH0472,1964-05-07,14.2,19.5,8.9,8,,,,,,,0,0,0,6.7,63,,,,,,8.8,,11,,,,11.3,,,,,0,
NH0472,1964-05-08,10.9,17.7,4.1,0.5,,,,,,,0,0,0,6.1,58,,,,,,4.8,,6,,,,10.7,,,,,5.117647,
NH0472,1964-05-09,14.65,22.2,7.1,3,,,,,,,0,0,0,8.3,79,,,,,,7.2,,9,,,,13,,,,,0,
NH0472,1964-05-10,17.25,21.7,12.8,8.7,,,,,,,0,0,0,0.2,2,17.7,,84,15.6,,8.8,,11,,,,4,,,1,,0,
NH0472,1964-05-11,18.9,24.7,13.1,10.9,,,,,,,0,0,0,5.3,51,18.5,,85,16.3,,8.8,,11,,,,9.5,,,1.5,,0,
NH0472,1964-05-12,16.95,21.1,12.8,12.7,,,,,,,0,0,0,7.9,76,13.5,,76,11.4,,7.2,,9,,,,12.3,,,1.8,,0,
NH0472,1964-05-13,16.35,23.1,9.6,5.5,,,,,,,0,0,0,7,67,14.6,,72,12.6,,8.8,,11,,,,11.2,,,1.6,,0,
NH0472,1964-05-14,18.55,24.9,12.2,8.6,,,,,,,0,0,0,9.5,91,16.5,,72,14.5,,16.8,,21,,,,13.8,,,2.4,,0,
NH0472,1964-05-15,19.95,26.4,13.5,10.9,,,,,,,0,0,0,9.1,88,18.3,,73,16.1,,12,,15,,,,13.3,,,2.1,,0,
NH0472,1964-05-16,21.55,27.7,15.4,12.5,,,,,,,0,0,0,7.7,74,20.2,,73,17.7,,10.4,,13,,,,11.7,,,2.1,,0,
NH0472,1964-05-17,20.85,24.4,17.3,16,,,,,,,0,0,0,0.9,9,,,,,,10.4,,13,,,,4.6,,,,,0,
NH0472,1964-05-18,17,20.4,13.6,13.5,,,,,,,61.5,0,0,4.2,41,15.4,,84,13.4,,10.4,,13,,,,7.9,,,1.5,,0,
NH0472,1964-05-19,17.3,21.5,13.1,13.4,,,,,,,0.5,0,0,0.9,9,19.3,,93,16.9,,12.8,,16,,,,4.5,,,0.7,,0,
NH0472,1964-05-20,19.6,21.8,17.4,15.5,,,,,,,0,0,0,5.8,56,18.8,,83,16.5,,7.2,,9,,,,9.5,,,1.5,,0,
NH0472,1964-05-21,18.6,25,12.2,16,,,,,,,0,0,0,0.9,9,21.6,,89,18.7,,10.4,,13,,,,4.4,,,0.6,,0,
NH0472,1964-05-22,16.65,19.8,13.5,12.5,,,,,,,0,0,0,6.2,60,17,,85,15,,12.8,,16,,,,9.8,,,1.2,,0,
NH0472,1964-05-23,19.75,24.6,14.9,12.7,,,,,,,0,0,0,0.1,1,21.8,,87,18.9,,7.2,,9,,,,3.5,,,0.8,,0,
NH0472,1964-05-24,20.6,24.4,16.8,13.9,,,,,,,1.5,0,0,0.4,4,18.8,,75,16.5,,14.4,,18,,,,3.8,,,1.9,,0,
NH0472,1964-05-25,19.3,21.9,16.7,15.8,,,,,,,1.5,0,0,1.6,16,18.2,,82,16,,10.4,,13,,,,5,,,1.5,,0,
NH0472,1964-05-26,16.4,20,12.8,12.6,,,,,,,0,0,0,0.1,1,16.1,,87,14.1,,18.4,,23,,,,3.5,,,1.4,,0,
NH0472,1964-05-27,12.75,14.1,11.4,11.4,,,,,,,0.5,0,0,0,0,13.3,,89,11.2,,18.4,,23,,,,3.3,,,1,,0,
NH0472,1964-05-28,13.6,17.3,9.9,8.8,,,,,,,0,0,0,5.2,51,13.2,,84,11.1,,14.4,,18,,,,8.5,,,1.2,,0,
NH0472,1964-05-29,13.7,16.9,10.5,9.4,,,,,,,0,0,0,7.3,72,11.6,,76,9.2,,10.4,,13,,,,10.6,,,1.4,,0,
NH0472,1964-05-30,14.2,19.9,8.5,5.7,,,,,,,0,0,0,8.9,88,12.2,,73,9.9,,12.8,,16,,,,12.1,,,1.5,,0,
NH0472,1964-05-31,16.7,23.3,10.1,7.6,,,,,,,0,0,0,8.9,88,17.4,,80,15.3,,12.8,,16,,,,12.1,,,1.1,,0,
NH0472,1964-06-01,18.45,21.6,15.3,13.7,,,,,,,0,0,0,3.6,36,16.7,,79,14.7,,16.8,,21,,,,6.8,,,1.9,,0,
NH0472,1964-06-02,19.3,23.1,15.5,14,,,,,,,0,0,0,7.9,78,18.4,,78,16.2,,17.6,,22,,,,11,,,1.9,,0,
NH0472,1964-06-03,14.7,17.6,11.8,15.9,,,,,,,38.5,0,0,0,0,15.5,,94,13.5,,28,,35,,,,3.2,,,1.1,,0,
NH0472,1964-06-04,,,5.9,7.5,,,,,,,0,0,0,6.2,62,9.6,,81,6.4,,16.8,,21,,,,9.3,,,,,,
NH0472,1964-06-05,,,2.8,0,,,,,,,0,0,0,8.9,89,8.3,,68,4.3,,8.8,,11,,,,11.9,,,,,,
NH0472,1964-06-06,,,3.4,-0.1,,,,,,,0,0,0,6.9,69,9.4,,76,6.1,,12.8,,16,,,,9.9,,,,,,
NH0472,1964-06-07,,,7.9,5.9,,,,,,,0,0,0,6.9,69,12.1,,81,9.8,,12,,15,,,,9.9,,,,,,
NH0472,1964-06-08,,,9.2,7,,,,,,,0,0,0,8,80,13.4,,84,11.3,,12,,15,,,,10.9,,,,,,
NH0472,1964-06-09,,,7.1,5.8,,,,,,,0,0,0,2.4,24,13,,84,10.9,,10.4,,13,,,,5.5,,,,,,
NH0472,1964-06-10,,,1.9,3,,,,,,,0,0,0,7.8,78,7.4,,82,2.7,,3.2,,4,,,,10.7,,,,,,
NH0472,1964-06-11,,,0.8,-2.6,,,,,,,0,0,0,6.4,64,8.9,,86,5.3,,4.8,,6,,,,9.3,,,,,,
NH0472,1964-06-12,,,-0.4,-3.4,,,,,,,0,0,0,8.4,84,9.7,,85,6.5,,6.4,,8,,,,11.2,,,,,,
NH0472,1964-06-13,,,0.1,-2.3,,,,,,,0,0,0,7.8,78,9.9,,87,6.8,,3.2,,4,,,,10.6,,,,,,
NH0472,1964-06-14,,,0.7,-1.5,,,,,,,0,0,0,7.8,78,9.6,,88,6.4,,7.2,,9,,,,10.6,,,,,,
NH0472,1964-06-15,,,2,0.1,,,,,,,1.5,0,0,5.6,56,9.7,,90,6.5,,5.6,,7,,,,8.5,,,,,,
NH0472,1964-06-16,,,4.7,1.5,,,,,,,0,0,0,3.4,34,9.7,,89,6.5,,17.6,,22,,,,6.4,,,,,,
NH0472,1964-06-17,,,4.8,1,,,,,,,0,0,0,7.6,76,9,,87,5.4,,5.6,,7,,,,10.3,,,,,,
NH0472,1964-06-18,,,2.9,-0.3,,,,,,,0,0,0,1.3,13,10.1,,88,7.1,,7.2,,9,,,,4.3,,,,,,
NH0472,1964-06-19,,,1.6,-1.2,,,,,,,0,0,0,7.8,78,10.8,,89,8.1,,4.8,,6,,,,10.5,,,,,,
NH0472,1964-06-20,,,0.9,-0.9,,,,,,,0,0,0,8.2,82,8.3,,78,4.3,,7.2,,9,,,,10.9,,,,,,
NH0472,1964-06-21,,,1.9,-2.1,,,,,,,0,0,0,8.6,86,7.9,,71,3.6,,10.4,,13,,,,11.3,,,,,,
NH0472,1964-06-22,,,5.6,3,,,,,,,0,0,0,0.4,4,9.7,,79,6.5,,10.4,,13,,,,3.5,,,,,,
NH0472,1964-06-23,,,1.9,1.4,,,,,,,0,0,0,7.6,76,6.9,,71,1.7,,18.4,,23,,,,10.3,,,,,,
